employeur_or,employeur,commune,lat,long,departement,pays,type_employ,intitule_or,intitule,type,date,annee
Nantes Métropole,Nantes Métropole,Nantes,47.217222222222,-1.5538888888889,Loire-Atlantique,France,EPCI,Une Archiviste ou un Archiviste,Une Archiviste ou un Archiviste,Public,28/02/2018,2018
Nantes Métropole,Nantes Métropole,Nantes,47.217222222222,-1.5538888888889,Loire-Atlantique,France,EPCI,Une Archiviste ou un Archiviste,Une Archiviste ou un Archiviste,Public,16/01/2018,2018
Nantes Métropole,Nantes Métropole,Nantes,47.217222222222,-1.5538888888889,Loire-Atlantique,France,EPCI,un archivistes h/f,un archivistes ,Public,24/04/2012,2012
Orléans Métropole,Orléans Métropole,Orléans,47.902222222222,1.9041666666667,Loiret,France,EPCI,un responsable Du pôCollecte et Archivage numérique (F/H),un responsable Du pôle Collecte et Archivage numérique,Public,11/03/2021,2021
Orléans Métropole,Orléans Métropole,Orléans,47.902222222222,1.9041666666667,Loiret,France,EPCI,un Chargé de collecte h/f,un Chargé de collecte ,Public,11/03/2021,2021
Quimper Bretagne Occidentale,Quimper Bretagne occidentale,Quimper,47.995833333333,-4.0977777777778,Finistère,France,EPCI,un e-archiviste (h/f),un Earchiviste,Public,12/08/2017,2017
Association des Amis du Patrimoine de Armement de Tul(APAT),Association des Amis du Patrimoine de l’Armement de Tulle (APAT),Tulle,45.265833333333,1.7722222222222,Corrèze,France,Entreprise,Un(e) archiviste,Un archiviste,Privé,04/08/2006,2006
Quimper Communauté,Quimper Communauté,Quimper,47.995833333333,-4.0977777777778,Finistère,France,EPCI,un E-archiviste (h/f),un Earchiviste,Public,06/09/2016,2016
Saint-Etienne Métropole,Saint-Étienne Métropole,Saint-Étienne,45.433888888889,4.3897222222222,Loire,France,EPCI,un(e) directeur(trice) des archives municipales et métropolitaines,un directeur des archives municipales et métropolitaines,Public,21/07/2021,2021
Saint-Etienne Métropole,Saint-Étienne Métropole,Saint-Étienne,45.433888888889,4.3897222222222,Loire,France,EPCI,un(e) archiviste,un archiviste,Public,21/07/2021,2021
Sanofi-Aventis Groupe,Sanofi-Aventis Groupe,Gentilly,48.813333333333,2.3444444444444,Val-de-Marne,France,Entreprise,un stagiaire archiviste,un stagiaire archiviste,Privé,04/08/2006,2006
Total Facilities Management Services,TOTAL,La Défense,48.891666666666666,2.2408333333333332,Hauts-de-Seine,France,Entreprise,un responsable De Service Conseil et Projets Archives (H/F),un responsable De Service Conseil et Projets Archives,Privé,05/09/2019,2019
société LIFING,La société LIFING,Paris,48.856944444444,2.3513888888889,Paris,France,Entreprise,des responsables des techniques d’archivage,des responsables des techniques d’archivage,Privé,04/08/2006,2006
Port autonome de Dunkerque,Le Port autonome de Dunkerque,Dunkerque,51.037777777778,2.3763888888889,Nord,France,Entreprise,un(e) Archiviste Documentaliste en CDI au Département Moyens Généraux,un Archiviste Documentaliste en CDI au Département Moyens Généraux,Privé,04/08/2006,2006
Valence Romans Agglo,Valence Romans Agglo,Valence,44.9325,4.8908333333333,Drôme,France,EPCI,Un responsable De l’Unité Collecte Réglementaire (h/f),Un responsable De l’Unité Collecte Réglementaire,Public,06/09/2019,2019
Valence Romans Agglo,Valence Romans Agglo,Valence,44.9325,4.8908333333333,Drôme,France,EPCI,un archiviste / records manager (h/f),un archiviste / records manager,Public,05/12/2018,2018
Vienne Condrieu Agglomération,Vienne Condrieu Agglomération,Vienne,45.525555555556,4.8747222222222,Isère,France,EPCI,un(e) responsable Du service archives (H/F),un responsable Du service archives,Public,05/03/2019,2019
MAIF,MAIF,Niort,46.325,-0.46222222222222,Deux-Sèvres,France,Entreprise,un responsable De Service Documentation et information interne (h/f),un responsable De Service Documentation et information interne,Privé,03/08/2006,2006
Agence internationale d’architecture Building Workshop,Agence internationale D’architecture Building Workshop,Gênes,44.407186111111,8.9339833333333,NA,Italie,Entreprise,un(e) archiviste à Gênes,un archiviste à Gênes,Privé,03/08/2006,2006
Office National des Anciens Combattants,Office national des anciens combattants et victimes de guerre,Paris,48.856944444444,2.3513888888889,Paris,France,Établissement public,un(e) archiviste,un archiviste,Public,03/08/2006,2006
société ARKEA,La société ARKEA,NA,,,NA,France,Entreprise,un(e) chargé(e) de mission archiviste,un chargé de mission archiviste,Privé,03/08/2006,2006
Radio France,Radio France,Paris,48.856944444444,2.3513888888889,Paris,France,Entreprise,pour son service Archives écrites et Musées un archiviste,pour son service Archives écrites et Musées un archiviste,Privé,03/08/2006,2006
C2D Services,C2D Services,NA,,,NA,Afrique Subsaharienne,Entreprise,un Formateur archiviste sénior – Afrique Subsaharienne (F/H),un Formateur archiviste sénior – Afrique Subsaharienne ,Privé,23/12/2021,2021
La ville de Saint-Nazaire,La ville de Saint-Nazaire,Saint-Nazaire,47.279444444444,-2.21,Loire-Atlantique,France,Commune,Un·e Responsable du service archives-ressources documentaires,Un Responsable du service archives-ressources documentaires,Public,23/12/2021,2021
La Métropole du Grand Nancy,La Métropole du Grand Nancy,Nancy,48.692777777778,6.1836111111111,Meurthe-et-Moselle,France,EPCI,un(e) responsable du service archives-documentation (F/H),un responsable du service archives-documentation ,Public,21/12/2021,2021
Le Département de Loire-Atlantique,Le Département de Loire-Atlantique,Nantes,47.217222222222,-1.5538888888889,Loire-Atlantique,France,Conseil départemental,un.e archiviste,un archiviste,Public,20/12/2021,2021
La Ville de la Seyne sur Mer,La Ville de la Seyne sur Mer,La Seyne-sur-Mer,43.103055555556,5.8783333333333,Var,France,Commune,Un(e) Archiviste (H/F),un Archiviste ,Public,20/12/2021,2021
EOWIN,EOWIN,Saclay,48.730833333333,2.1733333333333,Essonne,France,Entreprise,un archiviste (F/H),un archiviste ,Privé,15/12/2021,2021
L’Association des archivistes français,L’Association des archivistes français,Paris,48.856944444444,2.3513888888889,Paris,France,Entreprise,sa/son Responsable du centre de formation,sa/son Responsable du centre de formation,Privé,15/12/2021,2021
EOWIN,EOWIN,Saclay,48.730833333333,2.1733333333333,Essonne,France,Entreprise,un archiviste (F/H),un archiviste ,Privé,13/12/2021,2021
La société CADN,La société CADN,Dunkerque,51.037777777778,2.3763888888889,Nord,France,Entreprise,un archiviste (F/H),un archiviste ,Privé,09/12/2021,2021
La Préfecture de Police,La Préfecture de Police,Le Pré-Saint-Gervais,48.885,2.4038888888889,Seine-Saint-Denis,France,État et service déconcentré,un(e) Chargé(e) du contrôle scientifique et technique sur les archives,un Chargé du contrôle scientifique et technique sur les archives,Public,07/12/2021,2021
Le Département de la Charente-Maritime,Le Département de la Charente-Maritime,La Rochelle,46.159444444444,-1.1513888888889,Charente-Maritime,France,Conseil départemental,un chargé de l’archivage électronique (H/F),un chargé de l’archivage électronique ,Public,03/12/2021,2021
La Métropole de Lyon,La Métropole de Lyon,Lyon,45.758888888889,4.8413888888889,Rhône,France,EPCI,un responble gestion et exploitation des fonds (H/F),un responble gestion et exploitation des fonds ,Public,03/12/2021,2021
Le Ministère de l’Education nationale,Le Ministère de l’Education nationale,Paris,48.856944444444,2.3513888888889,Paris,France,État et service déconcentré,Un archiviste en charge de l’archivage électronique (H/F),Un archiviste en charge de l’archivage électronique ,Public,03/12/2021,2021
La ville de Chassieu,La ville de Chassieu,Chassieu,45.744444444444,4.9663888888889,Rhône,France,Commune,un responsable du service Archives (F/H),un responsable du service Archives ,Public,30/11/2021,2021
La ville d’Illzach,La ville d’Illzach,Illzach,47.782222222222,7.3480555555556,Haut-Rhin,France,Commune,un(e) assistant(e) territorial(e) de conservation du patrimoine et des bibliothèques,un assistant territorial de conservation du patrimoine et des bibliothèques,Public,29/11/2021,2021
Le Département de l’Hérault,Le Département de l’Hérault,Montpellier,43.610919444444,3.8772305555556,Hérault,France,Conseil départemental,un Archiviste référent informatique des Archives départementales H/F,un Archiviste référent informatique des Archives départementales H/F,Public,29/11/2021,2021
Le Département de la Charente,Le Département de la Charente,Angoulême,45.649444444444,0.15944444444444,Charente,France,Conseil départemental,Un chargé numérisation patrimoniale et développement WEB (H/F),Un chargé numérisation patrimoniale et développement WEB ,Public,29/11/2021,2021
Studia Conseil,Studia Conseil,Aix-en-Provence,43.527777777778,5.4455555555556,Bouches-du-Rhône,France,Entreprise,un.e Archiviste [F/H] en CDI à Aix-en-Provence (13),un Archiviste en CDI à Aix-en-Provence (13),Privé,25/11/2021,2021
Les Archives nationales,Les Archives nationales,Paris,48.856944444444,2.3513888888889,Paris,France,État et service déconcentré,un Responsable de l’accès aux données et des nouveaux usages du numérique (F/H),un Responsable de l’accès aux données et des nouveaux usages du numérique ,Public,25/11/2021,2021
Les Archives nationales,Les Archives nationales,Paris,48.856944444444,2.3513888888889,Paris,France,État et service déconcentré,un Responsable de l’archivage numérique : reprise des données et pérennisation (F/H),un Responsable de l’archivage numérique : reprise des données et pérennisation ,Public,25/11/2021,2021
Les Archives nationales,Les Archives nationales,Pierrefitte-sur-Seine,48.964722222222,2.3608333333333,Seine-Saint-Denis,France,État et service déconcentré,un Responsable du service de conservation préventive (F/H),un Responsable du service de conservation préventive ,Public,25/11/2021,2021
Les Archives nationales,Les Archives nationales,Paris,48.856944444444,2.3513888888889,Paris,France,État et service déconcentré,un Secrétaire de documentation au département du Minutier central des notaires de Paris (F/H),un Secrétaire de documentation au département du Minutier central des notaires de Paris ,Public,25/11/2021,2021
Les Archives nationales,Les Archives nationales,Paris,48.856944444444,2.3513888888889,Paris,France,État et service déconcentré,un Responsable de projets d’archivage pour la collecte d’archives numériques (F/H),un Responsable de projets d’archivage pour la collecte d’archives numériques ,Public,24/11/2021,2021
Le Comité Français de Radio-Télévision,Le Comité Français de Radio-Télévision,Paris,48.856944444444,2.3513888888889,Paris,France,Entreprise,un(e) archiviste audiovisuel(le),un archiviste audiovisuel,Privé,24/11/2021,2021
Le Conseil international des monuments et des sites (ICOMOS),Le Conseil international des monuments et des sites (ICOMOS),Charenton-le-Pont,48.821388888889,2.4119444444444,Val-de-Marne,France,Entreprise,un.e Documentaliste/Archiviste (bilingue anglais-français),un Documentaliste/Archiviste (bilingue anglais-français),Privé,23/11/2021,2021
SICEM,SICEM,Issy-les-Moulineaux,48.823055555556,2.2691666666667,Hauts-de-Seine,France,Entreprise,un chef(fe)s de projet junior Archives (f/h),un chef de projet junior Archives ,Privé,22/11/2021,2021
SICEM,SICEM,Issy-les-Moulineaux,48.823055555556,2.2691666666667,Hauts-de-Seine,France,Entreprise,chef de projet progiciel Archives (f/h),chef de projet progiciel Archives ,Privé,22/11/2021,2021
SICEM,SICEM,Issy-les-Moulineaux,48.823055555556,2.2691666666667,Hauts-de-Seine,France,Entreprise,chef de projet progiciel Archives (f/h),chef de projet progiciel Archives ,Privé,22/11/2021,2021
La Ville de Montpellier,La Ville de Montpellier,Montpellier,43.610919444444,3.8772305555556,Hérault,France,Commune,un(e) Chef(fe) de projet Archivage électronique (H/F),un Chef de projet Archivage électronique ,Public,18/11/2021,2021
